Gender,Married,Dependents,Education,Self Employed,Property Area,Home Ownership,Loan Purpose,Age,Applicant Income($),Coapplicant Income($),Loan Amount($000),Loan Term(months),Credit History,Credit Score,Employment Years,Existing Loans,Loan Approved
Male,Yes,0,Graduate,No,Semiurban,Own,Business,55,7131,5950,285,360,1,683,12,0,1
Female,No,0,Graduate,No,Rural,Rent,Car,31,6486,0,79,300,1,710,7,2,1
Male,No,3+,Graduate,No,Urban,Rent,Car,51,3700,1126,203,300,1,636,21,1,0
Male,Yes,3+,Not Graduate,No,Semiurban,Mortgage,Education,41,1200,2139,149,360,1,850,20,0,1
Male,No,1,Not Graduate,No,Urban,Own,Home,53,7264,1688,169,360,1,848,32,2,1
Male,Yes,1,Graduate,No,Urban,Mortgage,Car,33,6105,553,228,240,0,630,12,0,0
Female,No,0,Not Graduate,No,Semiurban,Rent,Home,67,5663,741,126,360,1,688,4,0,1
Male,No,1,Graduate,No,Rural,Rent,Home,39,1580,0,89,360,1,620,2,1,0
Female,No,0,Graduate,No,Urban,Mortgage,Debt Consolidation,23,11086,494,105,360,1,801,8,0,1
Male,No,0,Graduate,Yes,Rural,Rent,Car,35,2544,0,135,180,1,728,32,0,0
Male,No,0,Graduate,No,Semiurban,Rent,Education,35,3751,1315,20,180,1,685,33,0,1
Male,Yes,2,Graduate,No,Rural,Mortgage,Business,38,7705,2460,120,180,1,761,28,1,1
Male,Yes,3+,Graduate,No,Rural,Mortgage,Education,52,5431,929,144,360,1,632,2,1,0
Female,No,3+,Graduate,No,Semiurban,Mortgage,Debt Consolidation,23,5697,1878,208,180,1,653,24,0,1
Female,No,2,Not Graduate,No,Semiurban,Rent,Debt Consolidation,39,2062,761,103,240,1,623,34,3,0
Male,No,0,Graduate,No,Semiurban,Rent,Car,28,1863,1286,174,120,1,787,34,2,1
Female,Yes,0,Graduate,No,Semiurban,Rent,Education,43,6200,3212,150,300,1,628,23,1,1
Female,No,0,Graduate,No,Rural,Mortgage,Home,37,4145,0,205,360,1,610,10,2,0
Female,No,0,Graduate,No,Semiurban,Own,Debt Consolidation,41,10156,305,227,180,0,768,7,0,1
Male,Yes,1,Graduate,No,Rural,Own,Home,40,2174,1044,116,300,1,489,21,0,0
Male,Yes,0,Graduate,No,Semiurban,Rent,Personal,59,4181,2832,227,360,1,705,24,1,1
Female,Yes,2,Graduate,Yes,Rural,Rent,Personal,64,5735,885,214,360,1,721,19,0,1
Female,No,0,Graduate,No,Semiurban,Mortgage,Personal,23,4090,698,122,180,0,735,9,0,0
Male,No,0,Graduate,No,Urban,Rent,Business,39,3186,0,220,360,1,587,1,1,0
Female,No,2,Graduate,No,Semiurban,Mortgage,Education,43,5450,0,163,300,1,753,25,0,1
Male,Yes,1,Not Graduate,No,Rural,Rent,Business,40,10522,2426,195,360,1,505,29,0,0
Female,Yes,0,Graduate,No,Semiurban,Mortgage,Home,53,3581,3161,186,360,1,651,8,0,1
Male,No,1,Graduate,No,Semiurban,Mortgage,Home,55,1200,190,109,360,1,667,3,0,0
Female,Yes,1,Graduate,No,Rural,Rent,Personal,41,6706,2936,103,300,1,820,5,1,1
Male,Yes,0,Graduate,No,Rural,Mortgage,Education,49,4330,2580,238,360,0,680,33,1,0
Male,Yes,1,Graduate,Yes,Urban,Mortgage,Debt Consolidation,24,2601,3854,113,360,1,817,7,0,1
Female,No,3+,Graduate,No,Urban,Own,Car,29,6901,0,20,360,1,739,3,0,1
Male,No,0,Graduate,No,Rural,Rent,Car,67,6514,2293,96,240,1,850,14,0,1
Female,No,0,Not Graduate,No,Urban,Mortgage,Education,48,3517,547,231,360,1,652,30,0,0
Female,Yes,0,Graduate,No,Rural,Rent,Home,39,1200,636,248,360,1,670,9,2,0
Male,No,1,Graduate,No,Semiurban,Own,Personal,68,7688,0,225,360,0,794,17,1,1
Male,No,3+,Graduate,No,Semiurban,Mortgage,Home,67,3525,1012,118,360,1,771,30,0,1
Female,Yes,0,Not Graduate,Yes,Rural,Mortgage,Business,23,5994,176,122,360,1,761,3,0,1
Female,Yes,2,Not Graduate,Yes,Rural,Rent,Home,66,4961,0,173,360,1,742,30,3,1
Female,Yes,2,Graduate,No,Urban,Rent,Car,29,6632,2194,187,360,1,694,26,0,1
Male,Yes,0,Graduate,No,Urban,Mortgage,Education,27,5931,3394,20,300,1,568,26,0,1
Female,Yes,2,Not Graduate,No,Rural,Mortgage,Education,26,8741,2369,83,240,0,574,27,0,0
Male,Yes,3+,Graduate,Yes,Semiurban,Rent,Debt Consolidation,52,7046,6888,153,240,0,724,1,3,0
Female,No,3+,Graduate,No,Urban,Rent,Business,48,1200,788,126,360,1,582,20,1,0
Male,No,1,Graduate,Yes,Urban,Rent,Education,35,4420,1252,90,360,1,746,5,0,1
Male,Yes,0,Not Graduate,No,Semiurban,Rent,Business,63,5726,4563,177,240,1,674,23,1,1
Female,No,0,Graduate,No,Semiurban,Rent,Personal,31,4313,398,107,360,1,797,27,1,1
Female,Yes,0,Not Graduate,No,Rural,Mortgage,Debt Consolidation,39,8444,4616,20,300,1,742,12,0,1
Male,Yes,1,Graduate,No,Rural,Mortgage,Home,48,6560,4777,215,360,1,628,32,0,1
Female,No,0,Graduate,No,Semiurban,Mortgage,Business,65,1200,419,138,240,1,762,14,0,1
Male,Yes,1,Graduate,No,Semiurban,Rent,Home,47,4420,1142,169,360,1,743,3,1,1
Male,Yes,2,Graduate,No,Semiurban,Rent,Home,62,5447,3519,69,120,1,703,18,2,1
Male,Yes,0,Not Graduate,No,Semiurban,Rent,Business,64,3309,745,77,240,1,765,3,1,1
Male,Yes,3+,Graduate,Yes,Rural,Rent,Education,48,7157,1357,24,360,1,628,10,2,1
Male,No,0,Graduate,No,Urban,Rent,Personal,54,6829,78,172,360,1,643,25,1,1
Male,No,0,Not Graduate,No,Semiurban,Rent,Car,41,6396,0,131,180,1,613,19,2,0
Male,No,2,Graduate,No,Urban,Mortgage,Home,56,7288,3140,229,240,1,514,11,2,0
Female,Yes,0,Graduate,No,Rural,Mortgage,Business,37,8872,2262,101,120,0,574,25,0,0
Female,No,0,Graduate,No,Rural,Rent,Education,59,7546,1363,76,240,0,658,17,0,0
Female,Yes,3+,Not Graduate,No,Urban,Rent,Car,28,7492,5925,74,360,1,676,13,0,1
Male,No,3+,Graduate,No,Rural,Rent,Education,24,5350,0,198,300,1,763,4,0,1
Female,Yes,2,Graduate,Yes,Semiurban,Rent,Education,23,3890,2289,308,360,1,563,27,0,0
Male,Yes,0,Graduate,No,Rural,Own,Home,38,10718,2805,120,360,1,610,28,0,1
Female,No,0,Graduate,No,Rural,Own,Personal,28,6476,931,188,360,1,662,26,3,0
Female,Yes,0,Graduate,No,Rural,Rent,Business,50,2891,3054,109,240,1,679,29,1,1
Male,Yes,0,Graduate,No,Urban,Rent,Home,48,5197,1950,117,360,1,745,3,0,1
Male,Yes,3+,Graduate,No,Rural,Rent,Education,59,4491,2179,64,360,1,562,10,0,0
Female,Yes,0,Graduate,No,Rural,Mortgage,Car,35,7551,945,153,360,1,828,1,0,1
Female,Yes,2,Graduate,No,Rural,Rent,Debt Consolidation,60,4585,330,101,300,1,664,2,1,0
Female,Yes,0,Not Graduate,No,Rural,Own,Education,61,1393,1652,80,300,0,819,33,1,0
Female,Yes,1,Graduate,No,Rural,Mortgage,Home,63,6921,4991,227,240,1,754,25,0,1
Female,No,0,Graduate,No,Semiurban,Rent,Business,60,4012,1178,206,360,1,584,3,1,0
Male,Yes,0,Graduate,No,Urban,Own,Car,54,1200,0,229,360,1,628,27,0,0
Female,No,0,Graduate,No,Semiurban,Mortgage,Debt Consolidation,25,7756,770,163,360,1,490,21,0,0
Male,Yes,3+,Graduate,No,Urban,Rent,Home,27,1988,4042,90,120,1,590,17,1,0
Male,No,1,Graduate,No,Urban,Rent,Home,66,2828,116,170,360,1,668,25,1,0
Male,Yes,1,Not Graduate,No,Urban,Own,Debt Consolidation,34,5608,447,164,360,1,633,30,0,1
Female,No,0,Graduate,No,Semiurban,Own,Debt Consolidation,67,5764,0,86,360,1,584,28,1,0
Female,No,2,Not Graduate,No,Rural,Mortgage,Home,50,3988,1032,277,360,0,641,25,1,0
Male,No,1,Not Graduate,No,Rural,Rent,Car,49,6349,1321,145,240,1,622,22,1,0
Male,No,1,Not Graduate,Yes,Rural,Rent,Debt Consolidation,51,7578,0,158,360,1,610,25,1,0
Male,No,1,Graduate,No,Urban,Mortgage,Car,38,3006,1586,158,180,1,703,10,1,0
Female,Yes,2,Graduate,No,Rural,Rent,Personal,21,5588,341,180,360,1,538,20,0,0
Female,No,3+,Not Graduate,No,Rural,Rent,Education,32,5738,339,127,360,1,759,17,0,1
Male,No,3+,Graduate,No,Rural,Rent,Personal,45,8510,485,234,360,1,678,32,1,1
Male,No,1,Not Graduate,No,Urban,Mortgage,Business,32,5948,1559,247,300,1,720,21,2,1
Female,No,0,Graduate,No,Rural,Mortgage,Personal,68,1200,304,20,180,1,667,20,0,1
Male,Yes,0,Not Graduate,No,Semiurban,Own,Car,44,11392,1297,130,240,0,655,34,1,0
Male,No,0,Graduate,No,Semiurban,Rent,Debt Consolidation,23,5673,0,224,120,1,542,25,2,0
Male,Yes,0,Not Graduate,Yes,Urban,Own,Car,40,6045,935,178,360,0,850,25,2,1
Male,Yes,0,Graduate,No,Rural,Rent,Home,39,5101,2360,70,120,0,747,23,0,0
Male,Yes,1,Graduate,No,Rural,Own,Personal,53,6086,4629,118,360,1,677,9,1,1
Female,Yes,1,Graduate,No,Rural,Mortgage,Home,49,6482,0,251,120,1,733,13,1,1
Male,No,1,Graduate,Yes,Urban,Rent,Home,41,7383,0,34,180,0,671,7,2,0
Male,Yes,3+,Not Graduate,No,Urban,Own,Business,66,4971,0,154,360,1,594,19,1,0
Female,Yes,0,Graduate,No,Rural,Mortgage,Personal,51,1200,1668,139,300,1,599,0,1,0
Female,No,0,Graduate,No,Rural,Mortgage,Business,24,4226,1424,118,360,1,821,7,0,1
Male,Yes,1,Graduate,No,Rural,Own,Car,37,4809,341,123,180,1,670,19,1,0
Male,No,1,Not Graduate,No,Rural,Mortgage,Home,61,3576,614,190,300,1,762,33,2,1
Female,Yes,1,Graduate,Yes,Urban,Rent,Car,55,2538,2904,194,360,1,757,5,2,1
Male,Yes,2,Not Graduate,No,Semiurban,Rent,Business,36,4111,1391,168,180,1,668,4,1,0
Female,No,0,Graduate,No,Urban,Rent,Home,34,7583,18,189,360,0,680,3,2,0
Male,No,1,Not Graduate,No,Semiurban,Own,Personal,35,6175,662,136,360,1,632,15,2,1
Male,Yes,3+,Not Graduate,No,Urban,Own,Debt Consolidation,49,1837,1699,242,180,1,696,3,0,0
Male,No,0,Graduate,Yes,Semiurban,Mortgage,Debt Consolidation,34,1200,16,196,180,1,767,1,1,0
Female,Yes,1,Graduate,No,Semiurban,Mortgage,Education,42,1200,2329,106,300,1,778,18,0,1
Male,No,0,Graduate,Yes,Rural,Rent,Education,64,5983,0,181,300,1,568,5,1,0
Male,No,0,Graduate,No,Urban,Own,Education,50,1427,619,219,360,1,659,4,0,0
Male,Yes,0,Graduate,No,Rural,Rent,Business,29,5118,4853,160,360,1,597,18,2,1
Female,Yes,1,Not Graduate,Yes,Urban,Mortgage,Personal,49,7036,4461,78,180,1,804,14,1,1
Male,Yes,1,Graduate,Yes,Rural,Own,Personal,24,6368,0,20,240,0,688,16,0,0
Female,Yes,3+,Graduate,No,Semiurban,Mortgage,Car,47,4435,2312,191,240,1,722,5,0,1
Female,No,1,Graduate,No,Urban,Mortgage,Home,60,9377,61,70,360,1,690,32,1,1
Male,Yes,0,Graduate,No,Rural,Mortgage,Education,39,3743,0,87,360,1,630,19,1,0
Female,No,2,Graduate,No,Urban,Rent,Home,63,5678,0,90,180,1,850,20,0,1
Female,No,0,Graduate,Yes,Semiurban,Rent,Business,65,4329,1083,77,360,1,793,21,0,1
Male,No,2,Not Graduate,No,Rural,Mortgage,Business,33,4812,627,122,360,1,719,17,2,1
Male,Yes,0,Not Graduate,No,Semiurban,Mortgage,Business,36,7461,7457,151,240,1,607,32,1,1
Male,No,2,Graduate,No,Semiurban,Mortgage,Car,68,7007,115,94,120,1,661,9,1,0
Male,No,3+,Not Graduate,Yes,Semiurban,Own,Personal,31,1200,585,85,360,1,708,25,1,0
Male,Yes,0,Graduate,Yes,Urban,Rent,Car,66,2650,6204,120,360,0,657,19,0,0
Female,No,1,Graduate,No,Semiurban,Mortgage,Education,42,7474,887,130,360,1,609,29,2,0
Female,Yes,1,Graduate,No,Rural,Own,Business,26,1917,1069,164,300,1,677,20,1,1
Male,No,0,Graduate,No,Urban,Mortgage,Car,67,2682,538,161,300,1,648,32,2,0
Male,No,0,Not Graduate,No,Urban,Rent,Debt Consolidation,28,6216,910,59,360,1,545,31,0,0
Male,Yes,1,Not Graduate,Yes,Urban,Mortgage,Car,51,7848,60,205,360,1,545,8,1,0
Male,Yes,0,Graduate,No,Semiurban,Rent,Personal,39,7521,1841,49,300,1,702,31,0,1
Male,Yes,0,Graduate,No,Rural,Rent,Debt Consolidation,68,1200,2972,163,180,1,692,14,1,0
Female,Yes,2,Graduate,No,Rural,Mortgage,Car,53,4613,3341,136,180,1,743,14,2,1
Female,No,1,Graduate,No,Rural,Rent,Home,60,4330,1702,263,180,1,795,34,1,1
Male,Yes,0,Graduate,No,Urban,Own,Car,21,3758,253,113,120,1,550,12,0,0
Female,Yes,3+,Graduate,Yes,Semiurban,Rent,Personal,38,1224,2593,149,180,1,622,10,2,0
Female,Yes,2,Graduate,No,Semiurban,Rent,Home,50,8875,0,150,300,1,544,26,2,0
Female,No,3+,Graduate,No,Urban,Own,Personal,38,5022,338,187,360,0,837,6,0,1
Male,No,1,Graduate,No,Semiurban,Rent,Business,62,2781,1192,228,360,1,680,2,0,1
Male,No,0,Graduate,No,Semiurban,Mortgage,Personal,60,6252,407,164,300,1,557,21,0,0
Female,Yes,0,Graduate,No,Rural,Mortgage,Personal,44,4878,1279,307,120,0,697,7,0,0
Male,No,3+,Not Graduate,No,Rural,Rent,Personal,39,7499,1835,128,300,1,595,25,0,1
Female,Yes,2,Graduate,No,Semiurban,Rent,Home,24,4042,1250,230,300,1,761,9,1,1
Male,No,2,Not Graduate,Yes,Semiurban,Mortgage,Personal,63,4189,204,162,360,1,627,10,0,0
Female,Yes,1,Graduate,No,Rural,Own,Business,30,5391,4262,155,360,1,659,18,0,1
Female,No,0,Not Graduate,No,Urban,Mortgage,Business,59,7118,132,61,360,1,556,18,3,0
Male,Yes,2,Graduate,No,Urban,Mortgage,Personal,51,2781,2630,187,360,1,638,6,0,1
Male,Yes,0,Not Graduate,No,Rural,Mortgage,Education,51,1692,936,130,120,1,662,28,0,0
Female,Yes,1,Graduate,No,Rural,Rent,Business,51,6662,197,144,240,1,701,8,3,1
Male,No,1,Graduate,No,Rural,Rent,Education,45,6069,1,145,240,1,848,3,1,1
Female,Yes,2,Graduate,No,Rural,Mortgage,Personal,28,5471,2373,184,360,1,424,4,0,0
Female,No,1,Graduate,No,Rural,Mortgage,Debt Consolidation,66,5556,0,228,240,1,741,32,0,1
Male,Yes,2,Graduate,No,Urban,Rent,Business,51,5421,2952,132,300,1,636,16,1,1
Female,Yes,0,Not Graduate,Yes,Semiurban,Rent,Car,66,8851,1662,123,360,1,662,5,1,1
Male,No,0,Graduate,No,Semiurban,Mortgage,Education,36,5888,883,163,300,1,618,19,0,1
Female,Yes,0,Graduate,No,Semiurban,Mortgage,Debt Consolidation,33,4838,1841,72,300,1,633,3,2,0
Male,Yes,0,Graduate,No,Rural,Own,Home,26,2650,0,85,360,1,549,1,0,0
Male,No,0,Not Graduate,No,Semiurban,Mortgage,Debt Consolidation,45,4347,236,182,360,0,768,22,0,0
Male,No,0,Not Graduate,No,Urban,Mortgage,Personal,48,6790,1407,106,300,1,655,3,1,1
Female,Yes,1,Graduate,No,Urban,Mortgage,Car,50,7276,1484,201,360,1,844,11,0,1
Female,Yes,0,Graduate,No,Rural,Own,Personal,54,1547,5057,138,300,1,768,30,0,1
Female,Yes,1,Not Graduate,No,Semiurban,Mortgage,Personal,60,7654,1617,121,360,1,754,20,0,1
Male,Yes,2,Not Graduate,No,Urban,Rent,Debt Consolidation,33,5035,3249,225,300,1,850,22,0,1
Male,No,0,Not Graduate,No,Semiurban,Mortgage,Education,24,11467,1820,99,180,1,644,12,1,1
Female,No,0,Graduate,No,Urban,Rent,Business,59,8513,142,146,240,1,754,34,0,1
Female,No,0,Graduate,No,Urban,Mortgage,Car,55,4868,0,101,240,0,539,12,0,0
Male,No,0,Not Graduate,No,Urban,Own,Car,24,2301,0,145,360,1,732,15,1,1
Female,No,1,Graduate,No,Rural,Rent,Home,51,2651,348,190,360,1,742,5,1,1
Male,No,2,Graduate,No,Urban,Rent,Business,34,3937,0,156,300,0,761,6,0,0
Male,Yes,0,Graduate,Yes,Urban,Mortgage,Home,59,9992,2608,143,240,0,622,4,1,0
Female,Yes,0,Graduate,No,Urban,Mortgage,Debt Consolidation,42,4512,1492,136,120,1,720,27,2,1
Male,No,0,Not Graduate,Yes,Rural,Mortgage,Car,35,5876,0,164,360,1,644,22,0,1
Male,Yes,0,Graduate,No,Urban,Mortgage,Business,44,4936,3787,177,300,1,651,8,1,1
Female,No,2,Graduate,No,Semiurban,Own,Debt Consolidation,42,4797,161,176,360,1,663,22,2,1
Female,No,1,Graduate,No,Urban,Mortgage,Car,51,4215,472,158,360,1,700,16,0,1
Male,Yes,2,Not Graduate,No,Rural,Own,Home,56,9104,4196,105,240,1,705,4,0,1
Female,Yes,2,Not Graduate,No,Urban,Rent,Car,36,7549,64,136,360,1,793,16,1,1
Male,No,1,Graduate,No,Semiurban,Rent,Debt Consolidation,42,1590,1772,115,360,1,781,26,0,1
Male,No,0,Graduate,Yes,Urban,Mortgage,Debt Consolidation,28,1200,500,172,360,0,678,30,0,0
Male,Yes,2,Graduate,No,Semiurban,Mortgage,Business,68,7415,2344,127,360,1,745,20,0,1
Male,No,2,Not Graduate,No,Urban,Rent,Business,68,8105,1365,129,360,1,704,13,1,1
Male,Yes,0,Graduate,No,Urban,Rent,Education,30,2903,2822,246,360,1,631,8,1,0
Male,Yes,1,Graduate,No,Semiurban,Own,Education,26,4188,5067,139,120,1,681,27,0,1
Female,No,1,Graduate,Yes,Rural,Mortgage,Education,36,8170,908,20,300,1,734,25,2,1
Female,Yes,0,Not Graduate,No,Rural,Rent,Car,21,6974,2906,262,300,1,776,25,0,1
Female,Yes,1,Not Graduate,No,Rural,Rent,Personal,44,5325,1480,145,360,1,719,29,2,1
Female,Yes,0,Graduate,No,Semiurban,Mortgage,Debt Consolidation,47,6809,1256,124,360,0,765,30,0,1
Male,Yes,0,Graduate,No,Semiurban,Rent,Personal,46,4680,0,123,360,0,775,5,0,0
Male,Yes,0,Graduate,No,Rural,Mortgage,Car,28,4278,3330,122,300,1,747,19,1,1
Male,No,1,Not Graduate,No,Urban,Mortgage,Home,66,8107,0,232,180,0,679,15,1,0
Female,No,2,Graduate,Yes,Urban,Own,Debt Consolidation,53,3610,1157,106,360,1,677,15,0,1
Male,No,1,Not Graduate,Yes,Urban,Mortgage,Home,64,4119,0,106,120,1,629,8,0,0
Male,Yes,2,Graduate,No,Rural,Mortgage,Car,53,9755,1201,134,300,1,734,14,1,1
Male,Yes,0,Graduate,No,Rural,Mortgage,Home,36,3106,2521,37,300,1,567,10,1,0
Male,No,1,Graduate,Yes,Urban,Own,Home,45,9673,1299,116,240,0,834,10,1,1
Female,Yes,0,Graduate,No,Rural,Rent,Education,22,5802,2239,214,300,1,677,14,1,1
Female,No,1,Graduate,No,Semiurban,Rent,Home,37,5355,813,167,360,0,584,31,0,0
Male,Yes,1,Graduate,No,Semiurban,Rent,Business,63,6698,0,183,360,0,767,15,0,1
Female,Yes,0,Graduate,No,Urban,Own,Education,54,7524,923,104,360,0,635,23,2,0
Female,No,3+,Not Graduate,No,Rural,Mortgage,Education,35,8887,1041,34,180,0,707,33,0,0
Male,No,0,Graduate,Yes,Urban,Rent,Personal,50,4760,133,190,300,1,606,16,0,0
Male,No,1,Graduate,No,Urban,Rent,Car,28,6501,0,78,360,1,628,1,0,1
Female,Yes,1,Graduate,No,Semiurban,Mortgage,Home,34,4182,3575,39,360,1,802,7,0,1
Male,No,2,Graduate,No,Urban,Rent,Business,38,3921,523,93,360,1,674,0,1,0
Male,Yes,1,Graduate,Yes,Semiurban,Mortgage,Business,26,5659,286,100,300,1,733,11,0,1
Male,Yes,0,Graduate,No,Urban,Rent,Education,46,7254,454,68,240,1,692,13,1,1
Female,Yes,3+,Graduate,No,Rural,Mortgage,Home,27,2946,4726,147,300,0,680,27,1,0
Female,Yes,1,Not Graduate,No,Semiurban,Rent,Debt Consolidation,48,1200,296,295,180,1,637,30,0,0
Female,Yes,1,Graduate,Yes,Semiurban,Mortgage,Car,48,2683,2055,142,360,1,586,27,2,0
Male,Yes,1,Graduate,No,Urban,Rent,Car,38,4094,4303,102,240,1,727,14,0,1
Male,Yes,0,Graduate,Yes,Urban,Mortgage,Home,43,8685,329,150,360,1,695,25,0,1
Female,No,2,Graduate,No,Urban,Mortgage,Business,38,3148,711,210,180,0,646,11,0,0
Female,No,0,Graduate,No,Urban,Own,Business,54,6631,716,20,360,1,659,32,3,1
Female,No,2,Not Graduate,No,Urban,Mortgage,Debt Consolidation,47,8288,0,117,180,1,792,25,1,1
Female,Yes,0,Not Graduate,No,Semiurban,Mortgage,Business,23,3336,1003,163,300,1,754,11,0,1
Male,No,2,Graduate,Yes,Semiurban,Mortgage,Car,59,8875,0,170,240,1,709,3,1,1
Female,Yes,3+,Graduate,No,Rural,Rent,Personal,68,6838,3574,113,300,1,622,23,1,1
Female,No,3+,Not Graduate,Yes,Semiurban,Mortgage,Car,39,2821,1326,53,360,0,723,5,1,0
Female,Yes,2,Not Graduate,No,Urban,Rent,Debt Consolidation,48,4315,1322,159,180,1,629,11,0,0
Female,Yes,2,Graduate,No,Rural,Mortgage,Home,53,3278,3674,92,360,1,657,5,1,1
Male,Yes,1,Graduate,No,Semiurban,Rent,Education,31,4665,4911,20,300,1,803,33,0,1
Female,Yes,0,Graduate,Yes,Urban,Rent,Debt Consolidation,54,6367,4893,153,180,1,600,14,1,1
Male,No,1,Not Graduate,No,Urban,Mortgage,Personal,30,3637,1574,162,120,1,639,22,0,1
Male,No,1,Graduate,No,Urban,Own,Car,25,6290,233,130,300,1,751,29,3,1
Female,Yes,0,Graduate,Yes,Semiurban,Mortgage,Personal,63,5791,0,263,300,1,782,28,0,1
Female,No,1,Graduate,No,Urban,Mortgage,Home,58,2567,1020,178,240,1,618,14,0,0
Female,Yes,0,Graduate,Yes,Urban,Mortgage,Home,25,6302,0,155,300,1,665,2,1,1
Male,Yes,1,Graduate,No,Urban,Mortgage,Car,24,8126,4824,248,360,1,818,5,2,1
Male,No,1,Graduate,No,Urban,Mortgage,Debt Consolidation,26,4710,1390,274,180,1,816,27,1,1
Male,Yes,2,Graduate,No,Semiurban,Mortgage,Business,64,7247,5456,207,360,0,646,23,2,0
Female,No,0,Graduate,Yes,Urban,Own,Home,59,2673,2063,114,360,0,681,25,0,0
Female,Yes,0,Not Graduate,Yes,Urban,Mortgage,Business,69,9338,0,175,360,1,713,4,0,1
Female,No,1,Not Graduate,No,Rural,Rent,Debt Consolidation,67,6912,0,202,360,1,768,1,1,1
Male,Yes,1,Graduate,No,Rural,Rent,Business,60,7170,1898,20,300,1,653,21,3,1
Female,No,0,Graduate,No,Rural,Mortgage,Car,42,3620,0,63,240,1,665,20,1,1
Female,Yes,1,Not Graduate,No,Urban,Mortgage,Debt Consolidation,61,7177,3629,185,300,1,850,6,1,1
Male,Yes,3+,Not Graduate,No,Semiurban,Rent,Debt Consolidation,25,6417,1639,138,360,1,781,8,1,1
Female,Yes,2,Not Graduate,No,Urban,Mortgage,Education,28,7273,2141,182,240,1,741,31,1,1
Female,Yes,0,Graduate,No,Semiurban,Mortgage,Personal,54,8725,1769,193,300,0,644,34,0,0
Male,Yes,0,Graduate,No,Rural,Rent,Car,21,4079,2248,83,360,0,711,6,1,0
Male,Yes,1,Not Graduate,Yes,Urban,Rent,Home,34,8724,1274,131,240,0,680,32,0,0
Female,Yes,1,Graduate,No,Semiurban,Mortgage,Education,36,7331,3301,155,360,0,655,3,1,0
Female,Yes,3+,Graduate,No,Urban,Rent,Debt Consolidation,67,2302,0,205,180,1,635,10,2,0
Female,Yes,0,Not Graduate,No,Urban,Own,Personal,27,9652,0,205,180,1,625,26,1,0
Female,Yes,1,Graduate,No,Rural,Mortgage,Debt Consolidation,65,3990,1385,32,360,0,686,13,2,0
Male,No,3+,Graduate,Yes,Urban,Rent,Personal,58,5904,0,20,240,1,583,23,0,0
Female,Yes,0,Not Graduate,No,Semiurban,Own,Personal,64,6016,1246,106,300,1,517,8,1,0
Female,No,3+,Graduate,No,Semiurban,Mortgage,Personal,59,2895,0,225,180,1,617,9,1,0
Male,No,1,Graduate,No,Semiurban,Own,Home,21,7634,0,106,240,1,694,17,0,1
Female,Yes,2,Graduate,No,Urban,Own,Business,24,4247,3592,297,240,0,576,19,2,0
Male,No,0,Graduate,No,Urban,Mortgage,Home,67,2072,0,54,360,1,548,34,0,0
Male,No,2,Graduate,No,Semiurban,Rent,Education,40,3257,404,74,180,1,598,34,0,0
Male,Yes,3+,Graduate,No,Rural,Own,Education,54,1200,1042,98,240,1,713,6,2,0
Female,Yes,0,Graduate,No,Rural,Rent,Personal,66,1923,3230,78,300,1,705,13,3,0
Male,No,2,Graduate,No,Semiurban,Mortgage,Debt Consolidation,23,7963,788,85,360,1,612,33,0,1
Male,Yes,0,Graduate,Yes,Semiurban,Mortgage,Home,36,1406,197,162,300,1,622,7,0,0
Female,No,0,Not Graduate,No,Semiurban,Mortgage,Debt Consolidation,56,6282,516,147,300,1,687,1,0,1
Male,Yes,1,Graduate,No,Rural,Mortgage,Business,48,3875,1797,75,180,1,698,3,2,1
Female,No,1,Not Graduate,No,Semiurban,Rent,Business,66,8199,1609,150,360,1,656,27,0,1
Female,No,0,Graduate,No,Rural,Mortgage,Personal,44,5335,105,99,360,0,786,12,1,1
Male,Yes,0,Graduate,Yes,Urban,Mortgage,Home,37,2259,1284,196,240,1,664,28,0,0
Male,Yes,0,Graduate,No,Rural,Rent,Home,36,6910,945,166,360,1,770,24,2,1
Female,Yes,0,Not Graduate,No,Semiurban,Rent,Home,54,4393,34,182,300,1,774,9,1,1
Male,Yes,0,Graduate,Yes,Semiurban,Mortgage,Car,32,7130,1321,150,120,1,548,10,3,0
Male,Yes,0,Graduate,No,Urban,Mortgage,Education,37,6231,4231,136,360,1,759,25,2,1
Female,Yes,2,Graduate,Yes,Urban,Mortgage,Home,41,2641,2669,158,180,0,767,1,0,0
Female,No,0,Graduate,No,Urban,Mortgage,Personal,53,5049,385,331,300,1,751,19,1,1
Female,Yes,3+,Graduate,No,Rural,Own,Education,21,3902,1513,110,360,1,568,28,0,0
Female,Yes,0,Graduate,No,Semiurban,Mortgage,Business,46,4713,2797,191,360,1,654,26,0,1
Female,No,1,Graduate,No,Semiurban,Rent,Home,44,5026,1686,190,360,1,648,11,1,1
Female,No,0,Not Graduate,No,Urban,Mortgage,Education,27,1240,1088,311,240,1,814,14,0,1
Female,No,0,Not Graduate,No,Urban,Rent,Personal,37,6159,0,229,180,1,799,4,0,1
Female,Yes,1,Not Graduate,No,Semiurban,Rent,Personal,21,4523,117,22,360,1,636,33,1,0
Female,Yes,0,Graduate,No,Rural,Mortgage,Business,69,2064,1651,121,360,1,660,14,0,0
Male,Yes,0,Graduate,No,Semiurban,Mortgage,Business,58,2358,2918,20,360,1,560,19,1,0
Male,No,0,Graduate,Yes,Urban,Own,Debt Consolidation,60,1200,1426,171,300,1,683,14,0,0
